id,exam,question_type,question,ground_truth_answer,ground_truth_ref,ground_truth_doc_id
C2_044,C2,with_options,"La creación y supresión de las Misiones Diplomáticas Permanentes y Representaciones Permanentes se realizará mediante:
a) Real decreto del Consejo de Ministros, a iniciativa del Ministerio de Asuntos Exteriores y de Cooperación, y a propuesta del Ministerio de Hacienda y Administraciones Públicas, previo informe del Consejo Ejecutivo de Política Exterior.
b) Ley de las Cortes Generales, previo informe del Consejo de Política Exterior.
c) Orden del Ministro de Asuntos Exteriores.
d) Real decreto del Consejo de Ministros, a iniciativa del Ministerio del Interior, y a propuesta del Ministerio de Asuntos Exteriores y de Cooperación, previo informe del Consejo Ejecutivo de Política Exterior","Real decreto del Consejo de Ministros, a iniciativa del Ministerio de Asuntos Exteriores y de Cooperación, y a propuesta del Ministerio de Hacienda y Administraciones Públicas, previo informe del Consejo Ejecutivo de Política Exterior",Artículo 42.,doc057
C2_045,C2,with_options,"Los funcionarios de carrera se hallan en situación de servicio activo:
a) Cuando acceden a la condición de Diputado o Senador.
b) Cuando se encuentren en comisión de servicios.
c) Cuando sean transferidos a una comunidad autónoma.
d) Cuando estén en expectativa de destino",Cuando se encuentren en comisión de servicios,Artículo 3.,doc195
C2_046,C2,off_topic,¿Qué requisitos debo cumplir para constituir una sociedad limitada en España?,,,
C2_047,C2,off_topic,¿Cuánto tiempo de antigüedad hace falta para solicitar una excedencia voluntaria en una empresa privada?,,,
C2_048,C2,off_topic,¿Qué recursos existen para reclamar una factura de electricidad que considero incorrecta?,,,
C2_049,C2,off_topic,¿Cómo se solicita el certificado de antecedentes penales para trabajar en el extranjero?,,,
C2_050,C2,off_topic,¿Cuál es el plazo para presentar la declaración de la renta de una persona física?,,,
C2_051,C2,off_topic,¿Qué vacunas necesito para viajar a Kenia?,,,
C2_052,C2,off_topic,¿Cómo puedo saber si un cuadro es una copia o una obra original?,,,
C2_053,C2,off_topic,¿Qué diferencia hay entre el aceite de oliva virgen y virgen extra?,,,
C2_054,C2,off_topic,¿Cuáles son los síntomas más comunes de una intolerancia a la lactosa?,,,
C2_055,C2,off_topic,¿Qué documentación necesito para matricular un coche importado de otro país?,,,
